session_id,customer_id,session_timestamp,device_type,pages_viewed,session_duration_seconds
20260920-AM-S00144,94,2026-09-20 02:58:00,Mobile,6,841
20260920-AM-S00145,72,2026-09-20 23:28:00,Desktop,2,882
20260920-AM-S00146,85,2026-09-20 06:19:00,Tablet,7,762
20260920-AM-S00147,198,2026-09-20 22:22:00,Tablet,11,44
20260920-AM-S00148,296,2026-09-20 16:36:00,Mobile,12,824
20260920-AM-S00149,16,2026-09-20 08:13:00,Mobile,6,522
20260920-AM-S00150,70,2026-09-20 10:59:00,Mobile,14,292
20260920-AM-S00151,52,2026-09-20 12:06:00,Desktop,5,1481
20260920-AM-S00152,60,2026-09-20 11:20:00,Tablet,4,1143
20260920-AM-S00153,36,2026-09-20 06:30:00,Desktop,13,305
20260920-AM-S00154,85,2026-09-20 04:45:00,Mobile,9,1432
20260920-AM-S00155,113,2026-09-20 06:55:00,Mobile,8,1290
20260920-AM-S00156,256,2026-09-20 21:22:00,Mobile,4,1102
20260920-AM-S00157,38,2026-09-20 12:26:00,Desktop,8,1547
20260920-AM-S00158,150,2026-09-20 19:01:00,Tablet,14,456
20260920-AM-S00159,113,2026-09-20 23:58:00,Mobile,7,789
20260920-AM-S00160,243,2026-09-20 14:30:00,Mobile,14,1341
20260920-AM-S00161,220,2026-09-20 18:10:00,Desktop,9,741
20260920-AM-S00162,238,2026-09-20 06:58:00,Desktop,10,1496
20260920-AM-S00163,235,2026-09-20 03:45:00,Tablet,10,316
20260920-AM-S00164,296,2026-09-20 06:37:00,Tablet,4,1406
20260920-AM-S00165,131,2026-09-20 08:09:00,Mobile,8,810
20260920-AM-S00166,208,2026-09-20 18:39:00,Desktop,9,676
20260920-AM-S00167,48,2026-09-20 23:15:00,Mobile,12,1550
20260920-AM-S00168,262,2026-09-20 22:48:00,Tablet,11,1638
20260920-AM-S00169,73,2026-09-20 15:38:00,Mobile,15,452
20260920-AM-S00170,147,2026-09-20 22:15:00,Desktop,13,1188
20260920-AM-S00171,241,2026-09-20 14:53:00,Desktop,8,1469
20260920-AM-S00172,203,2026-09-20 09:23:00,Desktop,13,701
20260920-AM-S00173,249,2026-09-20 07:01:00,Tablet,11,1756
20260920-AM-S00174,113,2026-09-20 03:35:00,Desktop,14,1562
20260920-AM-S00175,160,2026-09-20 00:34:00,Mobile,6,1385
20260920-AM-S00176,285,2026-09-20 03:53:00,Desktop,13,1615
20260920-AM-S00177,290,2026-09-20 19:11:00,Desktop,7,944
20260920-AM-S00178,205,2026-09-20 15:00:00,Desktop,10,515
20260920-AM-S00179,113,2026-09-20 10:28:00,Tablet,10,1045
20260920-AM-S00180,5,2026-09-20 11:18:00,Tablet,4,357
20260920-AM-S00181,272,2026-09-20 09:51:00,Mobile,15,385
20260920-AM-S00182,17,2026-09-20 22:54:00,Tablet,15,942
20260920-AM-S00183,47,2026-09-20 23:52:00,Desktop,5,327
20260920-AM-S00184,102,2026-09-20 18:38:00,Tablet,6,228
20260920-AM-S00185,207,2026-09-20 21:30:00,Mobile,1,1082
20260920-AM-S00186,218,2026-09-20 01:26:00,Desktop,1,212
20260920-AM-S00187,115,2026-09-20 20:51:00,Desktop,14,379
20260920-AM-S00188,250,2026-09-20 17:52:00,Desktop,3,267
20260920-AM-S00189,250,2026-09-20 01:09:00,Tablet,9,523
20260920-AM-S00190,200,2026-09-20 23:46:00,Desktop,3,42
20260920-AM-S00191,85,2026-09-20 23:24:00,Desktop,10,67
20260920-AM-S00192,129,2026-09-20 21:19:00,Mobile,12,41
20260920-AM-S00193,54,2026-09-20 12:26:00,Mobile,1,1691
20260920-AM-S00194,196,2026-09-20 16:10:00,Tablet,12,1789
20260920-AM-S00195,33,2026-09-20 00:17:00,Tablet,4,619
20260920-AM-S00196,163,2026-09-20 05:47:00,Mobile,12,1610
20260920-AM-S00197,104,2026-09-20 19:11:00,Desktop,2,1493
20260920-AM-S00198,241,2026-09-20 18:42:00,Mobile,1,1439
20260920-AM-S00199,158,2026-09-20 10:00:00,Tablet,6,815
20260920-AM-S00200,100,2026-09-20 05:21:00,Tablet,6,1693
