session_id,customer_id,session_timestamp,device_type,pages_viewed,session_duration_seconds
20260920-PM-S00092,35.0,2026-09-20 05:53:00,Desktop,1,1765
20260920-PM-S00093,226.0,2026-09-20 23:48:00,Tablet,12,1577
20260920-PM-S00094,214.0,2026-09-20 19:51:00,Tablet,1,427
20260920-PM-S00095,57.0,2026-09-20 16:53:00,Desktop,15,914
20260920-PM-S00096,16.0,2026-09-20 09:49:00,Mobile,10,399
20260920-PM-S00097,46.0,2026-09-20 17:26:00,Desktop,3,265
20260920-PM-S00098,229.0,2026-09-20 07:48:00,Desktop,8,752
20260920-PM-S00099,159.0,2026-09-20 23:44:00,Tablet,14,1704
20260920-PM-S00100,120.0,2026-09-20 22:05:00,Tablet,1,1219
20260920-PM-S00101,157.0,2026-09-20 20:49:00,Tablet,2,1553
20260920-PM-S00102,216.0,2026-09-20 02:15:00,Mobile,11,913
20260920-PM-S00103,228.0,2026-09-20 17:09:00,Desktop,11,1020
20260920-PM-S00104,263.0,2026-09-20 08:55:00,Desktop,5,873
20260920-PM-S00105,110.0,2026-09-20 10:26:00,Desktop,6,142
20260920-PM-S00106,63.0,2026-09-20 12:09:00,Mobile,12,1349
20260920-PM-S00107,128.0,2026-09-20 23:34:00,Tablet,7,1706
20260920-PM-S00108,197.0,2026-09-20 21:16:00,Tablet,13,278
20260920-PM-S00109,59.0,2026-09-20 09:46:00,Tablet,11,880
20260920-PM-S00110,229.0,2026-09-20 17:02:00,Desktop,7,266
20260920-PM-S00111,204.0,2026-09-20 23:04:00,Tablet,1,1681
20260920-PM-S00112,242.0,2026-09-20 22:41:00,Desktop,9,1579
20260920-PM-S00113,113.0,2026-09-20 04:26:00,Desktop,11,1040
20260920-PM-S00114,37.0,2026-09-20 05:41:00,Tablet,10,1205
20260920-PM-S00115,106.0,2026-09-20 03:11:00,Tablet,15,1223
20260920-PM-S00116,116.0,2026-09-20 19:48:00,Tablet,6,798
20260920-PM-S00117,73.0,2026-09-20 23:12:00,Mobile,1,807
20260920-PM-S00118,268.0,2026-09-20 05:01:00,Tablet,6,1121
20260920-PM-S00119,147.0,2026-09-20 20:42:00,Desktop,3,797
20260920-PM-S00120,238.0,2026-09-20 00:22:00,Mobile,1,292
20260920-PM-S00121,245.0,2026-09-20 21:56:00,Desktop,10,1040
20260920-PM-S00122,101.0,2026-09-20 17:59:00,Mobile,15,1370
20260920-PM-S00123,142.0,2026-09-20 11:32:00,Desktop,3,1376
20260920-PM-S00124,215.0,2026-09-20 15:52:00,Tablet,10,152
20260920-PM-S00125,,2026-09-20 02:34:00,Tablet,9,362
20260920-PM-S00126,279.0,2026-09-20 11:03:00,Mobile,6,1446
20260920-PM-S00127,32.0,2026-09-20 02:49:00,Mobile,6,1797
20260920-PM-S00128,72.0,2026-09-20 13:22:00,Mobile,11,1169
20260920-PM-S00129,24.0,2026-09-20 02:01:00,Desktop,15,296
20260920-PM-S00130,232.0,2026-09-20 03:56:00,Desktop,6,1158
20260920-PM-S00131,255.0,2026-09-20 09:55:00,Tablet,4,1295
20260920-PM-S00132,141.0,2026-09-20 13:10:00,Tablet,5,1468
20260920-PM-S00133,139.0,2026-09-20 01:32:00,Tablet,13,21
20260920-PM-S00134,136.0,2026-09-20 01:47:00,Tablet,6,1381
20260920-PM-S00135,259.0,2026-09-20 04:24:00,Mobile,5,835
20260920-PM-S00136,136.0,2026-09-20 02:54:00,Desktop,12,828
20260920-PM-S00137,204.0,2026-09-20 21:04:00,Mobile,10,928
20260920-PM-S00138,291.0,2026-09-20 01:08:00,Desktop,10,840
20260920-PM-S00139,159.0,2026-09-20 13:08:00,Tablet,10,672
20260920-PM-S00140,93.0,2026-09-20 07:12:00,Tablet,7,1336
20260920-PM-S00141,298.0,2026-09-20 04:23:00,Mobile,7,450
20260920-PM-S00142,6.0,2026-09-20 10:39:00,Tablet,10,1615
20260920-PM-S00143,145.0,2026-09-20 21:18:00,Desktop,15,1293
20260920-PM-S00144,281.0,2026-09-20 16:21:00,Tablet,15,1301
20260920-PM-S00145,259.0,2026-09-20 17:17:00,Mobile,11,1414
20260920-PM-S00146,290.0,2026-09-20 03:05:00,Tablet,6,1399
20260920-PM-S00147,75.0,2026-09-20 18:08:00,Mobile,15,107
20260920-PM-S00148,179.0,2026-09-20 18:17:00,Mobile,14,1246
20260920-PM-S00149,74.0,2026-09-20 16:55:00,Mobile,13,996
20260920-PM-S00150,168.0,2026-09-20 15:07:00,Mobile,7,1676
20260920-PM-S00151,283.0,2026-09-20 15:50:00,Mobile,9,544
20260920-PM-S00152,49.0,2026-09-20 02:52:00,Mobile,14,26
20260920-PM-S00153,216.0,2026-09-20 05:54:00,Desktop,9,1633
20260920-PM-S00154,242.0,2026-09-20 07:42:00,Desktop,13,1360
20260920-PM-S00155,152.0,2026-09-20 23:37:00,Tablet,1,697
20260920-PM-S00156,298.0,2026-09-20 12:01:00,Tablet,9,375
20260920-PM-S00157,53.0,2026-09-20 13:07:00,Mobile,8,1369
20260920-PM-S00158,72.0,2026-09-20 19:09:00,Desktop,6,1392
20260920-PM-S00159,10.0,2026-09-20 15:09:00,Tablet,15,667
20260920-PM-S00160,216.0,2026-09-20 03:32:00,Tablet,3,513
20260920-PM-S00161,275.0,2026-09-20 11:32:00,Desktop,15,427
20260920-PM-S00162,234.0,2026-09-20 19:46:00,Mobile,10,302
20260920-PM-S00163,5.0,2026-09-20 23:18:00,Mobile,11,891
20260920-PM-S00164,195.0,2026-09-20 04:13:00,Tablet,12,1473
20260920-PM-S00165,121.0,2026-09-20 11:38:00,Desktop,10,1726
20260920-PM-S00166,1.0,2026-09-20 16:21:00,Mobile,1,318
20260920-PM-S00167,71.0,2026-09-20 20:47:00,Desktop,12,1404
20260920-PM-S00168,10.0,2026-09-20 17:38:00,Desktop,9,1769
20260920-PM-S00169,31.0,2026-09-20 02:22:00,Mobile,12,1388
20260920-PM-S00170,24.0,2026-09-20 09:46:00,Mobile,7,214
20260920-PM-S00171,67.0,2026-09-20 19:51:00,Mobile,13,1231
20260920-PM-S00172,189.0,2026-09-20 17:27:00,Mobile,8,192
20260920-PM-S00173,45.0,2026-09-20 05:05:00,Desktop,1,1039
20260920-PM-S00174,61.0,2026-09-20 07:17:00,Mobile,7,1449
20260920-PM-S00175,263.0,2026-09-20 00:37:00,Mobile,11,1207
20260920-PM-S00176,138.0,2026-09-20 05:15:00,Mobile,12,492
20260920-PM-S00177,51.0,2026-09-20 16:41:00,Desktop,6,939
20260920-PM-S00178,82.0,2026-09-20 14:09:00,Tablet,8,196
20260920-PM-S00179,57.0,2026-09-20 00:32:00,Desktop,10,581
20260920-PM-S00180,229.0,2026-09-20 18:36:00,Tablet,3,400
20260920-PM-S00181,193.0,2026-09-20 15:21:00,Desktop,2,1716
20260920-PM-S00182,65.0,2026-09-20 05:09:00,Desktop,15,371
20260920-PM-S00183,125.0,2026-09-20 17:25:00,Desktop,6,1408
20260920-PM-S00184,44.0,2026-09-20 13:44:00,Desktop,9,40
20260920-PM-S00185,50.0,2026-09-20 14:21:00,Tablet,12,598
20260920-PM-S00186,106.0,2026-09-20 23:03:00,Tablet,2,428
20260920-PM-S00187,182.0,2026-09-20 04:09:00,Mobile,6,1700
20260920-PM-S00188,2.0,2026-09-20 00:35:00,Mobile,15,581
20260920-PM-S00189,7.0,2026-09-20 08:50:00,Desktop,3,151
20260920-PM-S00190,264.0,2026-09-20 08:37:00,Desktop,5,1703
20260920-PM-S00191,135.0,2026-09-20 14:46:00,Mobile,7,1284
20260920-PM-S00192,201.0,2026-09-20 02:02:00,Mobile,13,486
20260920-PM-S00193,34.0,2026-09-20 17:20:00,Tablet,8,243
20260920-PM-S00194,177.0,2026-09-20 03:49:00,Tablet,14,738
20260920-PM-S00195,204.0,2026-09-20 04:10:00,Desktop,15,412
20260920-PM-S00196,44.0,2026-09-20 12:55:00,Tablet,1,98
20260920-PM-S00197,26.0,2026-09-20 19:05:00,Mobile,6,1429
20260920-PM-S00198,174.0,2026-09-20 14:56:00,Mobile,14,909
20260920-PM-S00199,193.0,2026-09-20 12:33:00,Desktop,12,924
20260920-PM-S00200,77.0,2026-09-20 18:46:00,Mobile,3,914
